1.402410583500000030e+02,1.674121704099999874e+02,-1.521780109410000037e+01,1.529484863280000013e+02,1.976804809569999861e+02,-2.738155603410000083e+00,1.007943801880000052e+02,1.878703613280000013e+02,1.858499526980000027e+01,1.883981323239999881e+02,1.542387084959999868e+02,1.007052803040000022e+01,1.476247253420000050e+02,1.821791687010000089e+02,-5.475774288180000227e+00
9.161291503910000245e+01,1.153397598269999946e+02,-6.686593055730000401e+00,8.431918334959999584e+01,1.375460662840000055e+02,-3.395669221879999977e+00,5.889404296880000089e+01,1.121531906130000067e+02,-7.047153543679999903e-03,1.100763702389999992e+02,1.294588623049999967e+02,2.061951065059999877e+01,8.773010253910000245e+01,1.241674957280000058e+02,-2.679284095759999929e+00
1.624156799319999891e+02,2.299162292480000076e+02,-1.338268280029999957e+01,1.459354858400000126e+02,2.591665039060000026e+02,-1.379249095919999890e-01,1.085060424800000050e+02,2.142208557129999917e+02,1.816676902769999913e+01,1.989032592769999894e+02,2.611760253909999960e+02,2.677125167850000054e+01,1.548139495849999889e+02,2.418125915530000043e+02,-2.108781099319999797e+00
8.862673187260000418e+01,1.164654083249999985e+02,-1.089870166779999927e+01,8.975921630860000278e+01,1.326065826420000064e+02,-2.804395198819999990e+00,6.936064910890000590e+01,1.190835571289999990e+02,1.286142253879999942e+01,1.174899673460000002e+02,1.206311035159999960e+02,7.049771547319999554e-01,8.964892578120000621e+01,1.236376037600000046e+02,-4.573325633999999695e+00
1.208427658079999958e+02,1.685578002930000139e+02,9.805058479310000408e+00,1.039044189450000033e+02,2.015401000980000106e+02,2.690382003779999920e+01,7.519165039060000311e+01,1.590703125000000000e+02,3.021555900570000119e+01,1.525782012939999959e+02,1.858444519040000102e+02,4.895558166499999686e+01,1.114460067750000007e+02,1.829166412349999860e+02,2.159700584409999990e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.172199707030000013e+02,1.555652008060000071e+02,-7.034183025359999952e+00,1.139655609130000045e+02,1.817602844239999911e+02,3.682765722270000097e+00,8.440167999269999655e+01,1.591639251709999883e+02,1.534683895110000051e+01,1.472966156010000134e+02,1.675029144289999863e+02,1.794124031069999958e+01,1.158183670039999953e+02,1.668567199709999898e+02,1.211251497269999922e+00
4.730525588990000330e+01,4.720146179200000347e+01,-9.455015182500000392e+00,4.931354522710000055e+01,5.905111312870000262e+01,-1.009703063959999980e+01,3.121698188779999938e+01,5.403508758539999945e+01,-5.332338809970000426e+00,5.971888732909999931e+01,5.203654861449999913e+01,9.114398360250000053e-01,4.803402328490000173e+01,5.233880233760000067e+01,-8.596400260930000314e+00
4.712393951420000349e+01,5.899897003169999721e+01,-5.603220462800000412e+00,4.506217956540000102e+01,7.125883483890000036e+01,-2.084807634350000161e+00,3.155182838440000026e+01,6.247312927250000314e+01,3.163476943970000121e+00,6.008104324340000346e+01,6.323004913329999965e+01,5.475201129910000297e+00,4.591611862180000259e+01,6.481180572510000104e+01,-2.533921957020000004e+00
5.986451721190000086e+01,6.782209014890000276e+01,-6.384922027590000049e+00,6.220203399660000088e+01,7.806050872800000207e+01,-3.466070175170000045e+00,4.803800201420000349e+01,7.694980621339999516e+01,1.327961325650000024e+00,7.142325592039999549e+01,7.073034667970000555e+01,4.836962699889999939e+00,6.065586853029999759e+01,7.258373260499999446e+01,-3.471660614010000145e+00
2.330667266849999919e+02,2.611291198729999792e+02,1.828513336179999982e+01,2.313181152340000040e+02,3.116782836909999901e+02,3.058859634399999905e+01,1.451289062500000000e+02,2.828413696289999848e+02,2.404498481750000138e+01,2.739279785159999960e+02,2.710991210939999974e+02,8.596482849119999514e+01,2.304379577640000036e+02,2.842182617189999974e+02,2.894544029240000071e+01
1.613454742430000124e+02,1.463931426999999985e+02,-5.800668716429999705e+01,1.788620300290000102e+02,1.697448120120000112e+02,-6.516324615480000659e+01,1.412322998049999967e+02,1.904961395260000074e+02,-4.547764205930000259e+01,2.103402709959999868e+02,1.449379882810000026e+02,-3.318554306029999879e+01,1.707042236329999980e+02,1.593430175780000013e+02,-5.779926681519999931e+01
8.912673187260000418e+01,1.112129135130000037e+02,1.148060607909999931e+01,8.138055419920000588e+01,1.349625091549999922e+02,2.168259048459999860e+01,5.166593170170000349e+01,1.143770751950000033e+02,1.874376869199999973e+01,1.065264739990000038e+02,1.182701644899999991e+02,4.121121597289999983e+01,8.390210723879999932e+01,1.229066543579999973e+02,1.872665405269999894e+01
5.707004394529999445e+02,7.225321655269999610e+02,1.039027309419999945e+01,5.100431213379999917e+02,8.339172363279999445e+02,1.836997985840000069e+01,3.894179687500000000e+02,7.095922851560000026e+02,-1.153479099269999963e+01,5.955578002930000139e+02,7.895535888670000304e+02,1.909667053219999957e+02,5.339519042970000555e+02,7.681409912110000278e+02,2.748752784730000087e+01
2.827046508789999848e+02,3.086516113280000013e+02,-3.410489273070000138e+01,3.043447265620000053e+02,3.566893920900000126e+02,-2.160530281069999958e+01,2.257112731930000109e+02,3.630466918949999808e+02,3.160087347030000160e+00,3.481773681639999722e+02,3.007949218750000000e+02,2.438488769530000155e+01,2.906896057129999917e+02,3.307415771479999762e+02,-2.086237335210000055e+01
1.141862869259999940e+02,1.794215240480000091e+02,-8.413477897639999981e+00,1.003978881839999957e+02,2.012612915040000132e+02,4.798283576970000297e+00,7.897956848139999408e+01,1.632648162840000055e+02,2.281314277650000122e+01,1.416996765140000036e+02,2.031118621829999995e+02,1.925820922850000017e+01,1.080764541629999940e+02,1.888728637700000093e+02,2.226068496699999955e+00
4.915111694340000099e+02,6.655484008790000416e+02,8.044370269780000626e+01,4.653587036129999888e+02,7.610364990230000330e+02,1.256352004999999963e+02,3.327762756349999904e+02,6.905334472660000529e+02,9.727204895020000208e+01,5.445628662110000278e+02,6.781358642579999696e+02,2.246220703120000053e+02,4.706762390139999752e+02,7.041069946290000416e+02,1.119642791750000015e+02
1.307373046879999947e+02,1.382325744629999917e+02,-2.099192428590000148e+01,1.399017791750000015e+02,1.616056823730000076e+02,-1.603948783870000128e+01,1.032565002439999944e+02,1.620968170170000064e+02,-1.241300225260000056e+00,1.619849853519999954e+02,1.375491027829999950e+02,1.967298865320000090e+00,1.341968688960000122e+02,1.477402954099999874e+02,-1.547762298580000007e+01
1.507753143310000041e+02,1.956242370610000023e+02,-4.841110610959999860e+01,1.516876831049999907e+02,2.303264770510000119e+02,-4.453496932979999912e+01,1.096145858760000067e+02,2.156268005370000083e+02,-1.613389587400000025e+01,1.930970306400000140e+02,2.111042327879999903e+02,-2.439871215819999861e+01,1.505248413090000099e+02,2.102201232909999931e+02,-4.182090377810000348e+01
1.143805847170000050e+02,1.274128341669999998e+02,3.626496553419999991e+00,1.120515747070000003e+02,1.552700500489999911e+02,8.845483779909999456e+00,7.091677856450000661e+01,1.355002593989999866e+02,6.683611392969999621e+00,1.329398803709999868e+02,1.358703613280000013e+02,3.724175643920000311e+01,1.124860000609999986e+02,1.416897430420000035e+02,8.655963897710000410e+00
4.217125244139999722e+02,5.144537963870000112e+02,-6.461006164549999653e+01,3.962930908199999749e+02,6.344577636720000555e+02,-4.088180923459999860e+01,2.575363159180000139e+02,5.199265136720000555e+02,1.400058269500000030e+01,5.454088745120000112e+02,5.727508544920000304e+02,3.390522003169999721e+01,4.073047180180000169e+02,5.660958251949999749e+02,-4.212387847899999826e+01
5.249776611329999696e+02,5.516809692379999888e+02,-1.930803070069999876e+02,5.655358886720000555e+02,6.678658447269999670e+02,-2.110327911379999932e+02,4.090640258789999848e+02,6.928073120120000112e+02,-1.186644668579999973e+02,7.027160034180000139e+02,5.834980468750000000e+02,-1.201448211670000035e+02,5.450762939449999749e+02,6.095047607420000304e+02,-1.881546020510000119e+02
4.454892730710000137e+01,6.009451293949999950e+01,-1.259502887730000076e+01,4.400232696529999998e+01,7.353347015379999618e+01,-9.876461029050000562e+00,3.170170211789999826e+01,6.286170578000000120e+01,1.184462755919999943e-01,6.111944198610000001e+01,6.623541259770000522e+01,-5.989058971410000431e+00,4.469216156009999708e+01,6.590980529789999309e+01,-9.975946426389999289e+00
4.815412521359999687e+01,6.374578475949999756e+01,3.167435407640000200e+00,4.746049118039999826e+01,7.377492523189999929e+01,9.541130065919999126e+00,3.436108398439999689e+01,6.461435699460000137e+01,1.278307724000000078e+01,6.056871414180000102e+01,6.590320587159999377e+01,1.449588775630000015e+01,4.783200454709999860e+01,6.735065460209999344e+01,7.427119731900000410e+00
5.474199676509999790e+01,7.075646209720000002e+01,-1.036501789090000081e+01,5.517211914060000311e+01,8.654392242430000692e+01,-6.211111545559999669e+00,3.843354797359999964e+01,7.397476959230000659e+01,3.522576808929999803e+00,7.400790405269999894e+01,7.613523864750000314e+01,-5.371941328049999465e-01,5.553727340700000070e+01,7.826348114009999790e+01,-6.803033351899999914e+00
8.698136596680000139e+02,1.015052490229999989e+03,-2.262065277099999889e+02,8.649747314449999749e+02,1.180108154300000024e+03,-2.180488586429999884e+02,6.191926269529999445e+02,1.118091430660000015e+03,-9.569485473630000172e+01,1.082857788089999985e+03,1.126225585939999974e+03,-7.807752990720000241e+01,8.649293212889999722e+02,1.096233032229999935e+03,-1.998794860840000069e+02
2.274569244379999873e+02,2.568527526859999739e+02,4.931152820590000374e+00,2.284092407230000106e+02,3.023517456050000192e+02,1.632682991029999897e+01,1.725324859620000097e+02,2.872836608889999752e+02,1.405730056760000046e+01,2.618405456539999818e+02,2.676639099120000083e+02,6.559815978999999686e+01,2.252696380620000127e+02,2.759591369629999917e+02,1.528290462490000046e+01
5.130330810550000251e+02,5.848264770509999835e+02,-2.457478904719999946e+01,5.083242492680000169e+02,6.814700927730000330e+02,-9.914023399350000432e+00,3.438054504390000261e+02,6.316308593750000000e+02,-7.679448604580000115e+00,5.912905273439999974e+02,6.284971923829999696e+02,1.147719421390000036e+02,5.075524902340000040e+02,6.275023193360000278e+02,-5.628985881810000258e+00
5.847809600829999965e+01,7.206454467769999894e+01,-1.273881530759999947e+01,6.300807952880000329e+01,8.407516479490000449e+01,-8.560740470889999898e+00,4.938587951659999931e+01,7.978168487550000521e+01,2.992087602619999842e+00,7.546200561519999894e+01,7.328079223630000172e+01,-6.753910064700000326e+00,6.068700790409999968e+01,7.747620391850000487e+01,-9.152835845949999438e+00
4.620171356200000190e+01,4.948442840580000279e+01,-1.096027946469999925e+01,4.624390411379999932e+01,5.929988479610000240e+01,-1.122721481319999981e+01,3.386065673830000122e+01,5.603929901120000068e+01,-7.212521076199999825e+00,5.586460495000000037e+01,5.537095642090000069e+01,-1.721492052079999890e+00,4.594973754880000172e+01,5.389176940920000192e+01,-9.864193916319999644e+00
4.626647949219999845e+01,5.792398834229999949e+01,-1.832032012939999888e+01,4.913644790650000260e+01,7.116350555420000035e+01,-1.874007415770000051e+01,3.715363311769999655e+01,6.700421142579999412e+01,-9.282011032099999781e+00,6.021959304810000191e+01,6.242242813109999844e+01,-1.256881999970000052e+01,4.801779937740000292e+01,6.443124389650000694e+01,-1.713994979860000001e+01
1.411345214840000040e+02,3.035191345210000122e+02,-2.069218826290000024e+01,1.320278472900000111e+02,3.566236877439999944e+02,-1.169431781770000001e+01,4.847737121579999808e+01,3.209462890620000053e+02,2.270901441569999957e+00,2.057177886960000137e+02,3.253270568849999904e+02,4.981797409060000348e+01,1.370676879879999888e+02,3.246677856449999808e+02,-9.973983764650000694e+00
1.825635681150000096e+02,2.257422180179999884e+02,-1.896711885930000008e-01,1.797432861329999980e+02,2.697722167969999987e+02,1.667866706850000114e+01,1.247997894290000005e+02,2.403675842289999878e+02,2.527565574650000002e+01,2.245238037109999993e+02,2.378896942140000021e+02,4.934190368649999670e+01,1.800116271969999957e+02,2.454627380370000083e+02,1.298613929749999940e+01
6.029968261720000555e+02,9.003283691410000529e+02,-1.656206665040000132e+02,4.860778808590000040e+02,1.027254150389999950e+03,-1.269890518189999966e+02,3.753049926759999835e+02,8.186109008790000416e+02,-2.160671472549999805e+00,7.217210083009999835e+02,1.094615478519999897e+03,-3.673102569579999965e+01,5.561444702149999557e+02,9.498804931639999722e+02,-1.262641754149999969e+02
1.933333435060000056e+02,2.876387939449999749e+02,8.027521514890000276e+01,1.715064239499999985e+02,3.239280395509999835e+02,1.142564315799999974e+02,1.138780364990000038e+02,2.705253906250000000e+02,8.930185699460000137e+01,2.217871856689999959e+02,2.873533630370000083e+02,1.564653778079999995e+02,1.813378601070000116e+02,3.013508300780000013e+02,1.014129486079999936e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
