@RELATION rfTemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Normal,Slurred}

@DATA
0.089445,0.004714,2.991751,0.248955,0.262135,0.687148,0.004260,0.097042,-29.807848,1.568695,0.244331,0.497275,0.439132,0.066961,0.085999,0.030207,0.030172,-0.027287,0.110354,0.086608,0.069460,0.003456,0.000913,0.028852,0.009151,0.054480,0.001333,0.217793,0.000632,0.001202,0.004720,0.016436,0.000627,0.061541,0.042382,0.011449,0.088734,0.027005,0.009497,0.313101,0.002838,0.091400,1.163281,0.326570,0.206859,0.265546,0.123934,0.166098,0.084650,0.111965,0.094138,0.076263,0.148357,0.104560,0.108404,0.004154,0.001598,0.016377,0.007606,0.010844,0.001545,0.045659,0.000791,0.002125,0.005581,0.008364,0.000693,0.010515,Normal
0.099332,0.006516,2.946459,0.241270,0.260140,0.629037,0.004765,0.080875,-30.800301,1.610704,-0.003888,0.616218,0.522794,0.063223,0.112704,0.072728,0.022247,-0.031709,0.068412,0.044743,0.059183,0.005843,0.000655,0.022834,0.009204,0.062002,0.002063,0.225693,0.000811,0.000659,0.003092,0.012034,0.000859,0.064598,0.024509,0.013547,0.159781,0.020741,0.015117,0.151125,0.004302,0.034060,1.207687,0.283335,0.263443,0.137022,0.163316,0.170797,0.106045,0.095028,0.118104,0.114749,0.110833,0.173850,0.129149,0.007831,0.000860,0.025475,0.005234,0.011692,0.004309,0.051790,0.001281,0.000823,0.001792,0.009761,0.001763,0.012105,Normal
0.100939,0.021241,2.937637,0.225388,0.239003,0.678893,0.009973,0.124646,-28.496022,1.949019,0.054955,0.310255,0.228612,0.073157,0.071852,-0.031450,0.009925,-0.108132,0.022176,0.025233,-0.056284,0.022523,0.001789,0.019305,0.009996,0.044042,0.004669,0.153554,0.001460,0.003559,0.013279,0.018720,0.004109,0.052362,0.057166,0.034069,0.282769,0.058661,0.032512,0.442238,0.007957,0.124484,2.040849,0.681172,0.425651,0.344287,0.308180,0.228745,0.182974,0.187210,0.135561,0.188549,0.135154,0.182473,0.243036,0.030605,0.003235,0.017344,0.007842,0.020828,0.006632,0.058689,0.002382,0.004760,0.012689,0.016467,0.008055,0.013606,Normal
0.072674,0.014806,2.919353,0.219459,0.251199,0.579788,0.006827,0.074292,-30.182810,1.749030,0.056735,0.619562,0.547664,0.169398,0.065806,0.049497,0.092483,-0.016436,0.137919,0.037534,-0.025614,0.005909,0.001272,0.040432,0.007730,0.043984,0.001532,0.227765,0.000686,0.000692,0.006539,0.018396,0.001250,0.066630,0.023695,0.026438,0.219231,0.027904,0.020318,0.261036,0.003891,0.067950,1.728420,0.279697,0.310492,0.221570,0.230336,0.126752,0.148464,0.161632,0.144454,0.127322,0.156818,0.168736,0.192812,0.009349,0.002395,0.039837,0.004160,0.017085,0.002282,0.084532,0.001219,0.000770,0.008150,0.019042,0.002669,0.019785,Normal
0.096224,0.013375,2.926506,0.237604,0.259685,0.570965,0.004976,0.073542,-30.789402,1.614438,0.148886,0.507382,0.515065,0.119284,0.061484,0.071028,0.032495,0.022038,0.128437,0.101341,0.059428,0.006899,0.001356,0.017806,0.008477,0.060453,0.001754,0.219971,0.000773,0.000709,0.003869,0.017672,0.001574,0.062365,0.024593,0.035796,0.111139,0.019901,0.013405,0.174732,0.004744,0.043067,1.378942,0.304685,0.222291,0.317985,0.172600,0.163504,0.154217,0.131538,0.111733,0.078387,0.098778,0.124896,0.154967,0.012440,0.003536,0.013078,0.002638,0.015905,0.003030,0.047661,0.001238,0.001066,0.003756,0.013753,0.003054,0.011074,Normal
0.103911,0.038187,3.041642,0.230749,0.241761,0.715935,0.008090,0.125375,-28.885916,1.786097,-0.022077,0.412624,0.398221,0.081747,0.056048,0.007227,-0.000236,-0.041893,0.065935,0.038392,-0.062332,0.016807,0.001413,0.021103,0.007813,0.049100,0.002529,0.165592,0.002409,0.000582,0.006718,0.026932,0.004681,0.053977,0.064822,0.055260,0.221752,0.066530,0.036660,0.426763,0.009719,0.133760,2.798785,0.655729,0.399466,0.372759,0.383865,0.331218,0.163244,0.140375,0.175156,0.170446,0.214028,0.219505,0.217201,0.033746,0.002678,0.024941,0.006073,0.024051,0.003711,0.080343,0.008551,0.000441,0.009345,0.025645,0.011495,0.014417,Normal
0.123811,0.037106,2.865769,0.232115,0.236283,0.728458,0.011684,0.148323,-27.392866,1.927675,0.051135,0.128087,0.209560,0.193746,0.066036,-0.030252,-0.023071,-0.139671,0.063078,-0.029539,-0.064294,0.013058,0.003724,0.024495,0.010481,0.036119,0.007126,0.122544,0.002282,0.003492,0.014736,0.030859,0.002679,0.043884,0.094451,0.047833,0.337027,0.074521,0.030378,0.547615,0.008935,0.161687,2.245027,0.645326,0.448118,0.430979,0.329941,0.307842,0.203232,0.196786,0.199085,0.197450,0.202228,0.191589,0.204456,0.015472,0.006215,0.026765,0.010546,0.016219,0.012759,0.058288,0.003817,0.005266,0.017454,0.026467,0.003842,0.014601,Normal
0.092272,0.015257,2.914206,0.239184,0.259872,0.590259,0.004919,0.073250,-30.610073,1.642219,0.048225,0.530359,0.414549,0.102970,0.084495,0.004770,0.056555,-0.036243,0.097631,0.099982,0.034125,0.006819,0.002201,0.017208,0.009477,0.051961,0.004007,0.230805,0.001113,0.000908,0.003123,0.019125,0.000767,0.064887,0.022467,0.051422,0.248181,0.031763,0.026656,0.188905,0.005850,0.043428,2.681678,0.373257,0.220475,0.304355,0.340934,0.174156,0.108210,0.166566,0.136768,0.157914,0.172102,0.194807,0.186330,0.016645,0.007540,0.017936,0.005691,0.016895,0.011966,0.069444,0.002641,0.001967,0.001721,0.018136,0.001137,0.014922,Normal
0.131133,0.049850,2.910278,0.241194,0.238050,0.806669,0.009779,0.183917,-27.420664,1.853596,0.034813,0.070560,0.210903,0.136369,0.039997,-0.032000,-0.054324,-0.033250,0.053600,0.009695,-0.091557,0.016867,0.002951,0.023499,0.009008,0.035822,0.006993,0.136754,0.003981,0.001920,0.008137,0.028735,0.003724,0.045696,0.087848,0.057327,0.358654,0.075336,0.032510,0.579234,0.006356,0.184618,2.173371,0.696833,0.524472,0.553939,0.305439,0.252930,0.203824,0.217024,0.178705,0.174478,0.199935,0.181293,0.197388,0.017687,0.005530,0.024824,0.008991,0.014207,0.009402,0.062521,0.007847,0.002493,0.008287,0.024384,0.004739,0.014857,Normal
0.109285,0.005194,2.948435,0.248034,0.260080,0.716402,0.003590,0.104726,-30.668603,1.570498,0.058483,0.551745,0.446696,0.064764,0.092128,0.028534,0.043346,-0.030586,0.110379,0.106555,0.054978,0.004870,0.000949,0.024385,0.010127,0.053104,0.001649,0.230018,0.000818,0.000793,0.003748,0.013215,0.001099,0.064724,0.053202,0.014773,0.161035,0.030600,0.013963,0.309013,0.002560,0.083739,1.335008,0.283095,0.205469,0.216652,0.191947,0.142221,0.100822,0.127652,0.102479,0.125974,0.106590,0.132877,0.126002,0.006814,0.001170,0.020256,0.005326,0.014638,0.002352,0.055641,0.001308,0.000830,0.002111,0.011830,0.001719,0.013740,Normal
0.075893,0.018821,2.991019,0.227042,0.257227,0.515316,0.005881,0.059347,-30.237213,1.773819,0.059618,0.514913,0.555152,0.104416,-0.014674,-0.025758,-0.007247,-0.007633,0.131111,0.080878,0.000818,0.024284,0.001506,0.016535,0.007613,0.049926,0.002132,0.224025,0.003439,0.000566,0.002775,0.018617,0.001829,0.067956,0.023961,0.031076,0.110635,0.021976,0.016504,0.130560,0.007368,0.027019,1.527754,0.272079,0.238425,0.205723,0.206476,0.159677,0.124471,0.095655,0.149336,0.107028,0.130602,0.131421,0.143126,0.027426,0.005197,0.011790,0.002667,0.015648,0.003818,0.059288,0.009912,0.000463,0.001228,0.013970,0.003970,0.010687,Normal
0.143659,0.003058,2.958179,0.275843,0.270530,0.784716,0.003743,0.161958,-30.903830,1.622419,0.117115,0.482422,0.524071,0.087326,0.068751,-0.013906,-0.017398,-0.023220,0.101429,0.044536,0.017811,0.003386,0.000517,0.020432,0.010606,0.049811,0.002176,0.232874,0.001597,0.001251,0.003461,0.011294,0.000726,0.064068,0.088681,0.009933,0.184234,0.065146,0.016382,0.408313,0.002204,0.180000,1.168759,0.286906,0.178064,0.287575,0.179953,0.107647,0.119352,0.127918,0.159183,0.163142,0.083096,0.109170,0.085419,0.003233,0.000574,0.010990,0.007693,0.012813,0.003214,0.046746,0.004224,0.001868,0.001920,0.007312,0.000777,0.012300,Normal
0.119118,0.015920,2.971382,0.233860,0.234316,0.812522,0.010297,0.180667,-27.838623,1.875211,-0.011852,0.240076,0.178521,0.289879,0.003990,-0.016353,0.025285,-0.150215,0.060015,-0.063126,-0.109411,0.012335,0.005172,0.033960,0.011697,0.040185,0.005793,0.126286,0.001657,0.004867,0.011289,0.019280,0.001974,0.045990,0.088992,0.018450,0.334821,0.085015,0.039186,0.647860,0.008450,0.208603,2.343575,0.720225,0.376606,0.411128,0.473769,0.297169,0.216995,0.193749,0.167574,0.204769,0.212943,0.242909,0.244543,0.014710,0.007418,0.040061,0.011683,0.024457,0.010325,0.074631,0.002975,0.007990,0.012854,0.018959,0.002001,0.018610,Normal
0.086984,0.014391,3.033366,0.224351,0.247757,0.580528,0.005420,0.085750,-29.220823,1.826393,-0.037563,0.285117,0.606987,0.133192,0.016714,-0.010826,-0.067464,-0.010019,0.072897,0.042646,-0.061762,0.010718,0.001529,0.016788,0.008065,0.046127,0.003892,0.204620,0.001657,0.000971,0.008818,0.025871,0.001257,0.061635,0.038377,0.021575,0.137246,0.028143,0.021198,0.229883,0.003799,0.061835,2.033023,0.420616,0.386462,0.371748,0.196691,0.164419,0.150664,0.211918,0.194607,0.149311,0.167127,0.166016,0.205426,0.014903,0.002407,0.018806,0.004916,0.016036,0.010373,0.077645,0.003405,0.001239,0.015168,0.027583,0.002474,0.015979,Normal
0.099541,0.003833,2.945949,0.257074,0.266769,0.697019,0.003809,0.117417,-30.781214,1.600449,0.139800,0.392283,0.441063,0.138502,0.124801,0.052124,0.013534,-0.011404,0.129934,0.131731,0.053621,0.003075,0.000870,0.022588,0.009369,0.059378,0.002621,0.230529,0.000653,0.001257,0.004391,0.010074,0.001317,0.064289,0.040084,0.010493,0.155237,0.031486,0.014176,0.242167,0.002819,0.099280,1.041532,0.268815,0.188797,0.370147,0.155029,0.160985,0.091169,0.122552,0.126076,0.112873,0.112725,0.116682,0.126594,0.005219,0.001457,0.012359,0.004186,0.011015,0.004881,0.038705,0.000573,0.002247,0.004233,0.005730,0.002618,0.009058,Normal
0.116098,0.018474,2.991389,0.225093,0.231940,0.700600,0.011229,0.142224,-28.131785,1.929703,-0.136970,0.243537,0.278996,0.127141,0.061618,-0.110368,-0.058232,-0.099065,0.019500,-0.072428,-0.115551,0.016043,0.003166,0.027854,0.015111,0.038407,0.004614,0.135526,0.003560,0.003889,0.010488,0.021411,0.002980,0.049012,0.065563,0.021524,0.286801,0.057867,0.032203,0.390071,0.008546,0.119502,1.842822,0.660123,0.489409,0.407163,0.304793,0.272827,0.200591,0.197606,0.195842,0.188932,0.197945,0.212691,0.214871,0.019961,0.005797,0.025864,0.015995,0.013259,0.007281,0.055953,0.006990,0.006959,0.010591,0.019727,0.004267,0.012591,Normal
0.093784,0.010637,2.984829,0.231466,0.253475,0.596212,0.004751,0.073250,-29.110701,1.691657,-0.026183,0.587002,0.527364,0.058273,0.064139,-0.010521,0.037083,0.005297,0.094442,0.039891,0.003046,0.005919,0.000623,0.015329,0.008807,0.056200,0.001884,0.220117,0.001177,0.001338,0.006089,0.020560,0.000730,0.064586,0.025409,0.015089,0.095570,0.021250,0.018587,0.166701,0.002757,0.044402,1.328034,0.293941,0.248160,0.142917,0.166904,0.128420,0.133664,0.137275,0.104965,0.081627,0.100478,0.134107,0.147712,0.008554,0.000907,0.012420,0.006941,0.015735,0.002872,0.050478,0.002936,0.001785,0.007182,0.020513,0.001229,0.009879,Normal
0.083385,0.010595,3.045631,0.221172,0.243735,0.584150,0.007679,0.078500,-29.748891,1.772186,-0.135536,0.579079,0.391896,0.135118,0.130576,-0.057768,0.028133,-0.051281,0.085245,0.086155,-0.035068,0.010999,0.000734,0.010179,0.007242,0.048693,0.002785,0.213281,0.001230,0.000561,0.005441,0.031432,0.001832,0.065171,0.029046,0.016716,0.144811,0.033255,0.030248,0.191530,0.006299,0.038871,1.921766,0.367562,0.467239,0.199586,0.314829,0.220461,0.145220,0.175746,0.166277,0.164212,0.145200,0.180981,0.209797,0.017200,0.000995,0.006712,0.004649,0.016844,0.005892,0.080664,0.003087,0.000565,0.005858,0.035886,0.005207,0.015999,Normal
0.095752,0.010966,2.970631,0.233299,0.242108,0.715867,0.007446,0.152219,-28.830383,1.752256,0.053407,0.304289,0.350601,0.206050,0.061287,-0.083950,-0.045459,-0.101028,0.063998,-0.056426,-0.077551,0.018037,0.001736,0.025531,0.013263,0.037973,0.004138,0.182512,0.005674,0.002354,0.006223,0.016440,0.001627,0.057784,0.053941,0.011991,0.240896,0.055238,0.031738,0.415392,0.005035,0.147102,1.821579,0.529684,0.387495,0.369640,0.280135,0.257109,0.156084,0.213301,0.173233,0.171118,0.217856,0.189860,0.209107,0.028886,0.002724,0.026317,0.016035,0.016072,0.007253,0.066691,0.011121,0.004960,0.005956,0.015625,0.002232,0.014669,Normal
0.098436,0.010975,2.893615,0.218559,0.233400,0.688570,0.009984,0.126725,-28.349467,1.928232,0.073313,0.250010,0.178248,0.112968,0.018703,0.018321,-0.032835,-0.024378,0.005810,-0.055865,-0.084805,0.012199,0.003040,0.022733,0.013643,0.042083,0.006134,0.128406,0.002550,0.005021,0.015253,0.024539,0.001630,0.045138,0.051650,0.013181,0.300114,0.047203,0.029150,0.411310,0.005523,0.110496,1.654501,0.536257,0.490034,0.397472,0.297634,0.248888,0.197321,0.207410,0.162643,0.224899,0.160382,0.191762,0.208701,0.014411,0.003389,0.018281,0.013901,0.018169,0.012165,0.055953,0.004342,0.006108,0.012941,0.024852,0.001793,0.012582,Normal
0.076533,0.010955,2.992404,0.207237,0.235355,0.463704,0.010083,0.081157,-28.795086,2.238922,0.256031,0.141274,0.275306,0.088518,0.122201,0.016819,-0.044481,-0.065227,0.027105,0.011442,-0.073109,0.021258,0.003340,0.030513,0.008022,0.042838,0.002848,0.138172,0.001768,0.001659,0.010579,0.038885,0.003002,0.050162,0.057559,0.015548,0.213931,0.056082,0.026941,0.282358,0.009781,0.082319,2.051337,0.695732,0.364417,0.532868,0.333843,0.224490,0.187022,0.189477,0.175631,0.170360,0.165889,0.225919,0.235031,0.017531,0.006693,0.034746,0.005826,0.021456,0.003464,0.069040,0.003291,0.002235,0.012204,0.041069,0.003302,0.012918,Normal
0.104255,0.005510,2.904199,0.244066,0.260425,0.675699,0.002878,0.085542,-29.676640,1.567387,0.014124,0.460096,0.498451,0.024297,0.036435,0.095838,0.082980,-0.007921,0.165192,0.073960,0.018838,0.004798,0.000780,0.012479,0.008235,0.057334,0.001330,0.244581,0.000747,0.000813,0.004088,0.012452,0.000765,0.068160,0.021694,0.012656,0.170635,0.013337,0.014568,0.188911,0.001606,0.040483,1.242718,0.201657,0.174731,0.153793,0.151069,0.105515,0.097227,0.117292,0.071644,0.089253,0.098393,0.106995,0.148592,0.005361,0.000893,0.010812,0.004818,0.009951,0.001629,0.044220,0.000968,0.001019,0.003814,0.007534,0.000700,0.010647,Normal
0.096204,0.025538,2.811309,0.217503,0.231233,0.709783,0.012566,0.135250,-27.706995,1.915173,0.049974,0.218027,0.289378,0.078192,0.075911,-0.012109,0.042817,-0.035944,-0.003386,0.024364,-0.087372,0.014103,0.004394,0.029196,0.013568,0.037860,0.003173,0.126793,0.002195,0.006128,0.015381,0.021430,0.004011,0.043736,0.066791,0.038566,0.454831,0.060669,0.031499,0.521105,0.010010,0.136318,2.635382,0.725042,0.522419,0.418916,0.385480,0.341266,0.200047,0.240102,0.200216,0.258494,0.263212,0.220353,0.229515,0.022518,0.007125,0.036170,0.019793,0.019057,0.003953,0.080625,0.003717,0.009682,0.018669,0.023972,0.007309,0.017756,Normal
0.077242,0.031915,2.928240,0.199002,0.224191,0.585229,0.012760,0.102275,-27.576787,2.032670,-0.337965,0.246606,0.234446,0.099703,0.146671,-0.011920,0.038293,-0.080856,0.019945,0.023441,-0.054436,0.012908,0.003117,0.017381,0.007492,0.024114,0.003741,0.131529,0.003819,0.005790,0.018781,0.039341,0.004009,0.045811,0.054728,0.038113,0.265531,0.050920,0.032182,0.353734,0.008622,0.102609,1.908933,0.516531,0.543029,0.303618,0.330994,0.207498,0.230929,0.205019,0.180974,0.152817,0.189814,0.191708,0.158462,0.017915,0.004417,0.013831,0.006615,0.012958,0.005314,0.055022,0.006870,0.007557,0.017280,0.028603,0.006722,0.014648,Normal
0.088258,0.025503,2.989727,0.220964,0.233416,0.717604,0.010914,0.127013,-27.962667,1.850274,-0.037667,0.310665,0.319150,0.058169,0.021956,0.045041,0.022421,-0.022214,0.064514,-0.000001,-0.095963,0.011360,0.002977,0.025535,0.013989,0.036804,0.002722,0.140237,0.000920,0.007771,0.018120,0.024642,0.001882,0.051278,0.053168,0.031433,0.310937,0.049786,0.025863,0.421579,0.010208,0.100556,1.880529,0.732088,0.509700,0.339724,0.318377,0.311662,0.215781,0.200871,0.147825,0.211338,0.229670,0.225613,0.213602,0.017149,0.004659,0.031810,0.018024,0.022646,0.003089,0.070445,0.000926,0.014694,0.022577,0.026844,0.002880,0.015305,Normal
0.101455,0.013447,2.822545,0.222158,0.237948,0.691564,0.009240,0.113516,-28.632081,1.824968,-0.188022,0.354022,0.335411,0.090396,0.087390,0.033928,0.015398,-0.034397,0.026691,0.060094,0.003562,0.007826,0.002963,0.018838,0.012738,0.047173,0.002968,0.162498,0.002237,0.004012,0.015481,0.015647,0.002196,0.050140,0.050765,0.021992,0.339004,0.049225,0.031044,0.381409,0.006894,0.098948,2.126282,0.628224,0.524526,0.324120,0.295646,0.290878,0.161169,0.136681,0.147995,0.181615,0.207002,0.191659,0.188488,0.009763,0.004862,0.015644,0.010815,0.019370,0.003690,0.069866,0.005271,0.005225,0.019088,0.014131,0.004702,0.015736,Normal
0.106819,0.020289,2.958968,0.224509,0.229847,0.743467,0.009415,0.139556,-27.966278,1.731877,-0.095000,0.266388,0.267549,0.170481,0.016061,0.008179,0.025491,-0.037564,0.100445,0.062291,-0.039837,0.013209,0.002904,0.022139,0.007990,0.044253,0.004635,0.153116,0.003264,0.002515,0.011248,0.021660,0.003603,0.050279,0.055541,0.031496,0.266996,0.056352,0.038315,0.389429,0.008846,0.111061,2.734237,0.607622,0.562466,0.373691,0.371290,0.310130,0.238465,0.212980,0.147831,0.162274,0.222688,0.201741,0.217786,0.019901,0.006529,0.027662,0.006729,0.022403,0.008038,0.081999,0.009770,0.003723,0.011995,0.020286,0.007156,0.018150,Normal
0.081591,0.017994,3.065868,0.205355,0.226365,0.575039,0.012852,0.108869,-28.402582,2.258431,0.060374,0.306637,0.373456,0.096001,0.076657,0.082475,0.062299,-0.007636,-0.000198,-0.059987,-0.119070,0.018693,0.003621,0.035846,0.007515,0.042569,0.001972,0.137179,0.004962,0.003946,0.011366,0.024755,0.004431,0.052423,0.060382,0.021801,0.157963,0.074541,0.046729,0.393864,0.014288,0.112208,2.328419,0.787837,0.583210,0.423221,0.309213,0.357566,0.204116,0.217777,0.177700,0.194769,0.245864,0.238862,0.225276,0.020388,0.007864,0.049752,0.004652,0.027725,0.003713,0.081971,0.010537,0.007945,0.011294,0.032606,0.009062,0.019391,Normal
0.091635,0.022391,2.867830,0.204615,0.222139,0.718726,0.011506,0.117473,-27.725073,1.864042,-0.310916,0.153450,0.257762,0.070304,0.027421,0.029254,0.044868,-0.073235,-0.001416,0.026281,-0.092699,0.022968,0.005445,0.028124,0.009904,0.041846,0.005302,0.138285,0.002769,0.005832,0.006717,0.015468,0.005152,0.046677,0.046916,0.031739,0.423957,0.049687,0.038882,0.457568,0.008122,0.099611,2.654723,0.745416,0.499971,0.366516,0.307234,0.217918,0.237091,0.210138,0.241639,0.218967,0.190885,0.226257,0.246159,0.032016,0.009075,0.025577,0.008715,0.031156,0.007590,0.077475,0.005039,0.012390,0.008512,0.011757,0.007643,0.019934,Normal
0.081915,0.011398,3.051569,0.224063,0.248830,0.577620,0.005919,0.078000,-28.909135,1.807153,-0.036924,0.501592,0.486203,0.172132,0.125393,0.108263,0.117962,0.005140,0.158101,0.080818,0.035913,0.007669,0.000928,0.018163,0.009229,0.063967,0.001963,0.191735,0.000720,0.000987,0.005506,0.024826,0.000967,0.058955,0.024536,0.016637,0.100084,0.022998,0.018258,0.171749,0.005311,0.040321,1.189180,0.271225,0.319618,0.247078,0.269282,0.173753,0.121803,0.124578,0.117189,0.143398,0.108924,0.121165,0.133255,0.013734,0.001645,0.012019,0.006891,0.014032,0.005095,0.065517,0.001130,0.001781,0.004438,0.027606,0.002231,0.013946,Normal
0.115821,0.026461,2.885441,0.234061,0.238626,0.843651,0.009607,0.164170,-27.721829,1.782972,-0.140462,0.247083,0.330354,0.088774,0.002209,0.037452,-0.044792,-0.122526,-0.025217,0.013840,-0.031386,0.008895,0.003597,0.029363,0.017766,0.039417,0.004452,0.138035,0.002493,0.008393,0.008769,0.016011,0.001830,0.047080,0.061000,0.041413,0.351628,0.059707,0.036179,0.475749,0.006967,0.161083,2.675095,0.632084,0.636338,0.417054,0.332754,0.272120,0.258062,0.166897,0.183653,0.208321,0.244745,0.236204,0.206421,0.007955,0.008113,0.036486,0.019546,0.019484,0.006419,0.081718,0.005590,0.013406,0.008671,0.015996,0.002069,0.018325,Normal
0.089070,0.009962,2.984853,0.226343,0.254154,0.532038,0.004603,0.066667,-30.385196,1.811734,-0.111444,0.399461,0.577133,0.019317,0.043774,0.108191,0.062586,0.091001,0.164448,0.162328,0.011121,0.004270,0.000428,0.009937,0.007198,0.064424,0.001762,0.225629,0.001405,0.000558,0.005595,0.019339,0.001099,0.065078,0.026548,0.017139,0.115840,0.022175,0.016067,0.122819,0.003952,0.028703,1.395266,0.338217,0.339028,0.178507,0.119804,0.130344,0.085805,0.094269,0.085599,0.104388,0.082225,0.141362,0.126042,0.004812,0.000449,0.005502,0.002605,0.014855,0.003818,0.046754,0.005054,0.000608,0.005182,0.016945,0.002178,0.009859,Normal
0.096499,0.014108,2.992649,0.229458,0.253864,0.560020,0.004095,0.070348,-30.383263,1.798771,-0.108938,0.403647,0.477437,-0.015606,0.109297,0.088531,0.041128,0.036862,0.154210,0.180427,0.085272,0.004543,0.000883,0.012774,0.009210,0.063995,0.003014,0.221410,0.000867,0.000876,0.005301,0.017070,0.001451,0.064030,0.023917,0.026266,0.178021,0.021785,0.017210,0.104250,0.003497,0.022394,1.414915,0.312007,0.318264,0.227628,0.146371,0.128157,0.110621,0.125618,0.132044,0.128013,0.127852,0.145606,0.128687,0.005940,0.001411,0.009431,0.004894,0.017744,0.005401,0.057348,0.002423,0.001518,0.005108,0.017235,0.002604,0.012286,Normal
0.090613,0.011343,3.054708,0.218780,0.240163,0.561782,0.006651,0.081562,-28.742356,1.808385,-0.060308,0.492003,0.302034,0.192955,0.096565,0.019669,0.035964,-0.004576,0.119944,0.142706,0.003540,0.012217,0.000527,0.013603,0.007524,0.057171,0.003182,0.196274,0.001559,0.000726,0.005657,0.031329,0.001363,0.062738,0.032376,0.017281,0.116418,0.033665,0.030683,0.240473,0.006517,0.055986,1.674483,0.394628,0.288093,0.183017,0.365121,0.197697,0.181092,0.159392,0.112986,0.146415,0.130372,0.149447,0.231400,0.021277,0.000931,0.019136,0.003119,0.022495,0.008525,0.073059,0.004941,0.001213,0.004573,0.039395,0.002796,0.012388,Normal
0.058844,0.005650,3.021153,0.212961,0.250990,0.463140,0.007064,0.058208,-30.345449,1.914013,0.116362,0.594005,0.634749,0.231233,0.142423,0.162341,0.108270,0.050451,0.107177,0.122239,0.004071,0.003300,0.000971,0.026853,0.007229,0.052052,0.002007,0.247076,0.000600,0.000979,0.005285,0.014196,0.001088,0.070695,0.022487,0.013350,0.105347,0.027117,0.022718,0.179730,0.004201,0.047090,1.268836,0.318634,0.336486,0.226051,0.266325,0.171102,0.117354,0.097731,0.132743,0.105576,0.165000,0.125265,0.161615,0.004029,0.002547,0.024934,0.005269,0.030489,0.003042,0.079755,0.000864,0.001880,0.003663,0.009406,0.002564,0.019172,Normal
0.099729,0.004633,2.952068,0.244808,0.260219,0.660678,0.002839,0.102722,-29.550823,1.541497,0.003328,0.386633,0.446134,0.073252,0.085262,0.084753,0.066679,0.050030,0.125664,0.180696,0.088522,0.003810,0.000657,0.016696,0.010868,0.054623,0.001795,0.247916,0.001166,0.001017,0.003966,0.012137,0.000655,0.069712,0.029275,0.009207,0.134132,0.018297,0.013347,0.192735,0.002142,0.065994,1.182692,0.183504,0.145775,0.248188,0.185129,0.183684,0.132028,0.128713,0.142612,0.085404,0.134486,0.149002,0.161320,0.005335,0.000711,0.013397,0.012534,0.011504,0.003295,0.047074,0.002380,0.001048,0.002683,0.009268,0.000684,0.010484,Normal
