@RELATION rfTemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Normal,Slurred}

@DATA
0.102706,0.009674,2.920370,0.230899,0.244384,0.711319,0.008728,0.158351,-30.925633,2.113097,0.174118,0.344048,0.317964,-0.001614,0.031241,0.051051,0.010797,0.184715,0.174232,0.162742,0.091944,0.004611,0.000787,0.037989,0.005251,0.056934,0.008696,0.100080,0.000799,0.004583,0.006757,0.038088,0.000903,0.037074,0.093351,0.020083,0.298082,0.072316,0.017345,0.531733,0.005779,0.162937,2.076055,0.519838,0.323555,0.242315,0.247613,0.200151,0.232030,0.168641,0.141320,0.149107,0.151480,0.144000,0.143383,0.003056,0.000741,0.033605,0.004432,0.043636,0.019211,0.054580,0.000750,0.009816,0.010020,0.028889,0.000772,0.013027,Slurred
0.062203,0.011962,3.047019,0.186049,0.228699,0.533551,0.010665,0.078542,-31.426171,2.234846,-0.145458,0.502123,0.553979,0.053666,0.013395,-0.013831,-0.041578,0.122223,0.100309,0.144979,0.052103,0.005004,0.001261,0.031912,0.009875,0.060350,0.004182,0.103242,0.003016,0.004342,0.005322,0.043693,0.001232,0.039411,0.014799,0.014424,0.121856,0.021350,0.018574,0.185772,0.006907,0.030360,1.655809,0.320963,0.388378,0.175396,0.292068,0.145551,0.165725,0.178559,0.142161,0.121004,0.129130,0.107154,0.141515,0.004362,0.001532,0.025746,0.010727,0.040605,0.006210,0.062276,0.006091,0.007629,0.004302,0.033065,0.001521,0.011982,Slurred
0.065832,0.007056,2.965588,0.193208,0.234224,0.540830,0.008706,0.088625,-31.770115,2.254050,-0.034565,0.512364,0.376973,-0.092290,0.030198,0.067742,-0.024990,0.184555,0.218426,0.129151,0.095262,0.005831,0.001000,0.033613,0.007896,0.056561,0.006322,0.115375,0.000988,0.004613,0.005820,0.042218,0.001070,0.038923,0.018747,0.018137,0.245019,0.043191,0.020758,0.265918,0.006161,0.084359,1.350524,0.412733,0.258061,0.184983,0.200933,0.186195,0.224558,0.167596,0.152974,0.145948,0.122101,0.137189,0.125722,0.005511,0.001210,0.018102,0.008150,0.035748,0.005897,0.060750,0.001342,0.009050,0.004247,0.029392,0.001016,0.011692,Slurred
0.068797,0.011057,3.074158,0.189057,0.223418,0.649393,0.007821,0.107012,-30.585331,2.043121,0.044439,0.499080,0.277020,0.154840,0.006973,0.042292,0.073866,0.148527,0.106926,0.137938,0.050896,0.007036,0.004490,0.035427,0.009097,0.062835,0.006530,0.074873,0.001397,0.003016,0.007711,0.040612,0.001389,0.032244,0.021279,0.014632,0.173250,0.019457,0.018991,0.290449,0.004276,0.066010,1.997907,0.303356,0.325959,0.355791,0.340362,0.266970,0.224954,0.175535,0.142938,0.156666,0.152139,0.153958,0.136124,0.004890,0.008553,0.021969,0.010504,0.036369,0.007389,0.048681,0.001692,0.003875,0.007824,0.031773,0.001174,0.008650,Slurred
0.064018,0.016837,2.951034,0.193187,0.226731,0.588945,0.011009,0.098062,-30.646458,2.146157,0.189354,0.495298,0.322982,0.061693,0.043280,0.035159,-0.017023,0.123836,0.119306,0.078005,0.079287,0.005771,0.001321,0.037635,0.008211,0.063568,0.008362,0.090419,0.000927,0.002813,0.006224,0.038881,0.001471,0.036444,0.021653,0.029415,0.341770,0.045878,0.019001,0.455341,0.006771,0.114293,2.522004,0.544453,0.571706,0.360308,0.301194,0.237734,0.264777,0.222692,0.183043,0.200038,0.151796,0.172670,0.148394,0.004517,0.001767,0.028507,0.007581,0.042301,0.015460,0.062747,0.000608,0.004312,0.004883,0.031275,0.002376,0.011795,Slurred
0.090305,0.029025,3.035470,0.191340,0.207835,0.629266,0.013589,0.134000,-28.723029,2.354001,0.007657,0.262597,0.109358,0.058411,0.024539,-0.009748,-0.031334,0.077821,0.026285,0.106935,0.115487,0.007308,0.003233,0.026834,0.007621,0.046285,0.018076,0.087309,0.001803,0.005561,0.012818,0.031366,0.002466,0.035878,0.086391,0.029049,0.260844,0.077673,0.033331,0.494839,0.009669,0.144397,2.696585,0.694570,0.674519,0.390294,0.473336,0.307712,0.295299,0.212043,0.226688,0.197378,0.178470,0.186100,0.190512,0.010537,0.005933,0.028480,0.009423,0.042895,0.024614,0.056911,0.002821,0.008727,0.020429,0.027456,0.003517,0.015800,Slurred
0.067785,0.009495,3.002156,0.196425,0.233616,0.605868,0.007608,0.094894,-32.682579,2.001173,-0.105760,0.471820,0.454299,0.103738,0.060544,0.006891,-0.013280,0.261241,0.140036,0.158743,0.100712,0.004508,0.001200,0.034889,0.006006,0.055089,0.003733,0.104263,0.001807,0.005880,0.005890,0.044261,0.003204,0.036791,0.030424,0.021240,0.212864,0.026880,0.018530,0.247591,0.004032,0.064238,1.891610,0.220274,0.266550,0.206610,0.177224,0.184672,0.128863,0.214373,0.166998,0.153619,0.171550,0.113300,0.120154,0.003840,0.001490,0.023477,0.004248,0.030931,0.003482,0.060735,0.002206,0.011758,0.004068,0.030719,0.007286,0.012462,Slurred
0.056889,0.019189,2.995108,0.174067,0.219795,0.456409,0.012402,0.065667,-31.499342,2.490549,-0.178650,0.413669,0.372578,0.125745,0.025822,0.024492,-0.047686,0.180333,0.127971,0.126624,0.080864,0.008978,0.001243,0.046865,0.006028,0.056611,0.013391,0.114789,0.001518,0.003747,0.007362,0.030627,0.003843,0.041269,0.018947,0.022829,0.226685,0.034405,0.032643,0.214437,0.008370,0.036336,2.318548,0.482503,0.429660,0.404491,0.185035,0.203958,0.279823,0.207685,0.159674,0.152532,0.183116,0.158677,0.121498,0.012221,0.001246,0.030931,0.005399,0.039686,0.020400,0.066624,0.002260,0.004616,0.006394,0.022278,0.007699,0.013912,Slurred
0.068544,0.002580,2.978525,0.198101,0.236335,0.560641,0.009435,0.100042,-32.647420,2.128719,0.335243,0.388334,0.410802,0.031799,0.013071,0.131918,-0.005441,0.264535,0.113163,0.140796,0.099483,0.005580,0.001209,0.046238,0.006884,0.059180,0.008468,0.110776,0.000764,0.002141,0.011050,0.037508,0.001274,0.041350,0.044996,0.005828,0.203579,0.034509,0.013982,0.301978,0.005181,0.078938,1.434714,0.283782,0.383594,0.295226,0.204852,0.177655,0.237815,0.182892,0.203846,0.131403,0.168907,0.171278,0.125491,0.004614,0.001631,0.043255,0.007308,0.037916,0.012388,0.064455,0.000588,0.002451,0.012405,0.025755,0.001670,0.014142,Slurred
0.066294,0.011784,3.025722,0.180149,0.223000,0.531709,0.010411,0.078512,-32.035382,2.083385,-0.084155,0.606841,0.311474,0.090176,0.036392,-0.018168,0.040890,0.206752,0.033516,0.190256,0.062659,0.004947,0.000998,0.028599,0.006971,0.052273,0.006055,0.097165,0.001008,0.003766,0.009207,0.049472,0.001744,0.035793,0.019117,0.018126,0.167651,0.019657,0.015607,0.221940,0.009734,0.041296,1.929057,0.363499,0.336844,0.209341,0.224829,0.244545,0.187236,0.190030,0.176888,0.186055,0.158168,0.152425,0.178216,0.005352,0.001020,0.023296,0.007387,0.035981,0.008640,0.046114,0.000944,0.006349,0.009795,0.036828,0.002303,0.008893,Slurred
0.055000,0.005135,2.918100,0.170333,0.222376,0.430741,0.012002,0.067315,-31.234253,2.304048,0.470370,0.496073,0.450123,0.152239,0.063262,0.166202,0.012627,0.223777,0.069849,0.138576,0.048414,0.004325,0.001813,0.055282,0.007439,0.047144,0.005486,0.122500,0.000498,0.003139,0.013564,0.035187,0.001015,0.040589,0.020141,0.009010,0.283034,0.020296,0.015122,0.226416,0.005479,0.045621,1.500506,0.296834,0.339629,0.365846,0.227493,0.194109,0.177052,0.174822,0.152721,0.150809,0.162653,0.134650,0.128206,0.003196,0.002547,0.027738,0.008649,0.030916,0.008952,0.059304,0.000386,0.003805,0.008239,0.022769,0.001049,0.012782,Slurred
0.072337,0.022872,3.013247,0.183165,0.210598,0.565249,0.016976,0.109831,-29.323104,2.397760,0.064623,0.345885,0.219288,0.011972,0.012765,0.033148,-0.060982,0.178565,-0.000312,0.181787,0.043252,0.011174,0.003405,0.030735,0.010193,0.047009,0.020162,0.085805,0.002758,0.007593,0.010491,0.027432,0.002228,0.037132,0.052936,0.023168,0.220189,0.061659,0.031862,0.433125,0.016008,0.103932,2.334467,0.737296,0.523935,0.327721,0.349966,0.278079,0.218161,0.240272,0.218811,0.216247,0.229471,0.204013,0.170444,0.016627,0.005665,0.031541,0.015933,0.043250,0.030589,0.060090,0.006066,0.014829,0.011583,0.026322,0.003451,0.013853,Slurred
0.083542,0.023107,2.922404,0.188990,0.214760,0.635495,0.013086,0.120616,-29.265464,2.331855,0.119763,0.364688,0.140796,0.034797,0.038649,-0.007543,-0.061261,0.141893,-0.064368,0.183571,0.018446,0.010778,0.003361,0.029495,0.010683,0.039731,0.017830,0.082719,0.003408,0.004584,0.011689,0.029872,0.003567,0.029927,0.062376,0.026948,0.303060,0.058373,0.032533,0.429924,0.007019,0.122783,2.486832,0.519397,0.591449,0.316791,0.441870,0.239850,0.320438,0.239433,0.227986,0.194371,0.231248,0.200752,0.194177,0.012003,0.004172,0.021224,0.012033,0.029299,0.021069,0.048901,0.007247,0.006118,0.011762,0.020390,0.003895,0.010727,Slurred
0.067856,0.005424,2.912009,0.196454,0.231923,0.563942,0.010303,0.105000,-32.445413,2.192299,0.114370,0.377337,0.405487,0.047359,0.017262,0.074828,-0.041129,0.159701,0.062153,0.103754,0.037438,0.007228,0.001400,0.059535,0.009256,0.046426,0.005817,0.103866,0.000608,0.001637,0.010006,0.041179,0.001599,0.039239,0.046175,0.012477,0.219133,0.052635,0.024916,0.343326,0.006293,0.124588,1.489758,0.447460,0.353824,0.262895,0.228117,0.169693,0.182923,0.165089,0.164795,0.141755,0.128597,0.149132,0.116411,0.006753,0.002124,0.047411,0.008675,0.032696,0.005305,0.055283,0.000528,0.001433,0.007346,0.029922,0.001898,0.010576,Slurred
0.101309,0.012714,2.999688,0.221172,0.233138,0.710442,0.009983,0.142510,-30.606825,2.176994,0.271897,0.295641,0.298184,-0.049021,-0.013356,0.088901,-0.039496,0.208681,0.040567,0.161064,0.094774,0.005944,0.001853,0.024184,0.007791,0.055722,0.013874,0.079500,0.000723,0.010137,0.011673,0.032332,0.001253,0.032910,0.083538,0.017733,0.249632,0.068535,0.026289,0.488740,0.005804,0.141484,2.143725,0.578752,0.515729,0.259637,0.250927,0.213719,0.278202,0.195435,0.217858,0.159238,0.192772,0.155606,0.145445,0.005762,0.002464,0.018125,0.007839,0.038517,0.022782,0.053819,0.000577,0.013359,0.011827,0.021863,0.000868,0.010870,Slurred
0.059246,0.006323,3.060849,0.189279,0.232184,0.523355,0.008096,0.077813,-32.555600,2.227004,-0.022311,0.529139,0.432180,0.057752,0.112439,0.096747,0.000012,0.185433,0.115732,0.166169,0.028919,0.006922,0.000948,0.029705,0.006694,0.076202,0.007060,0.102224,0.000555,0.001533,0.006453,0.036068,0.001404,0.038556,0.014815,0.011777,0.141722,0.027393,0.019735,0.197229,0.005674,0.053734,1.291116,0.301825,0.291370,0.182604,0.198336,0.152895,0.206012,0.155085,0.119515,0.147209,0.141794,0.134584,0.120017,0.008008,0.000799,0.018969,0.004631,0.042884,0.009869,0.051253,0.000394,0.001192,0.005914,0.023588,0.001871,0.008305,Slurred
0.078723,0.010626,2.970097,0.194812,0.225519,0.711757,0.008281,0.120958,-32.225806,1.996249,-0.116657,0.587287,0.419268,-0.021384,0.005240,-0.072958,0.077125,0.225055,0.016686,0.240244,0.022532,0.005911,0.001034,0.035975,0.007070,0.060410,0.007983,0.081281,0.001038,0.002365,0.007963,0.041508,0.002141,0.033405,0.054218,0.028474,0.297513,0.038721,0.012560,0.439482,0.004469,0.100483,1.682464,0.436471,0.360356,0.254571,0.211703,0.202020,0.183699,0.205326,0.183826,0.160956,0.187295,0.154233,0.144013,0.004976,0.000923,0.035869,0.006470,0.039856,0.011624,0.041321,0.001101,0.003220,0.006335,0.030852,0.002197,0.009288,Slurred
0.060159,0.010480,3.002967,0.184531,0.227156,0.517980,0.012282,0.078500,-31.746519,2.067643,0.141408,0.550567,0.226469,0.070929,-0.025753,0.010751,0.031513,0.201763,0.058398,0.173378,0.131418,0.003408,0.000845,0.051381,0.011367,0.045660,0.008076,0.130283,0.000789,0.001468,0.006288,0.036887,0.001219,0.044602,0.012761,0.018326,0.180260,0.020835,0.020468,0.161440,0.006896,0.037177,2.004117,0.345386,0.335141,0.250910,0.203491,0.186978,0.191709,0.124920,0.139208,0.095687,0.091646,0.098764,0.126929,0.001717,0.000693,0.019833,0.009850,0.028753,0.016106,0.039454,0.000329,0.000990,0.006655,0.023191,0.002177,0.006610,Slurred
0.077308,0.004930,2.950453,0.206633,0.238300,0.613072,0.008245,0.106982,-32.292166,2.008405,0.340159,0.349260,0.379203,0.004620,-0.044430,0.090271,-0.061093,0.221546,0.076427,0.166262,0.034193,0.005700,0.001979,0.056146,0.006433,0.046530,0.006455,0.115974,0.000633,0.001854,0.006467,0.043878,0.001079,0.040205,0.048841,0.009893,0.226575,0.037667,0.015822,0.357901,0.004698,0.091118,1.446497,0.335685,0.369200,0.284231,0.175508,0.193174,0.184280,0.162509,0.182258,0.156335,0.207241,0.134917,0.113375,0.005219,0.004872,0.035896,0.005643,0.034106,0.008616,0.072961,0.000632,0.002109,0.005930,0.029388,0.001639,0.016549,Slurred
0.092841,0.006797,2.990397,0.218963,0.226398,0.706719,0.008996,0.135636,-32.141962,1.888728,0.140201,0.444327,0.264442,-0.023254,0.010539,0.050405,0.056042,0.227176,0.135327,0.183130,0.029435,0.004910,0.001477,0.048491,0.006375,0.054270,0.005119,0.086119,0.000950,0.003811,0.007889,0.036351,0.001335,0.034990,0.067036,0.011628,0.316134,0.082294,0.024603,0.420346,0.006519,0.148191,1.769453,0.551107,0.457137,0.380037,0.333065,0.212668,0.277126,0.204220,0.135623,0.144063,0.171740,0.155274,0.133927,0.004701,0.003171,0.040275,0.007056,0.040891,0.005916,0.055521,0.001674,0.007950,0.006803,0.027664,0.001468,0.012318,Slurred
0.106028,0.006601,3.088957,0.209357,0.221302,0.900071,0.006264,0.158417,-31.071168,1.819148,0.088136,0.523627,0.200722,0.132065,-0.054295,-0.013877,0.166123,0.135780,0.030676,0.233659,-0.017921,0.006798,0.002045,0.027922,0.007322,0.052420,0.006060,0.085869,0.001241,0.002449,0.009162,0.036141,0.002547,0.029316,0.061774,0.010977,0.149223,0.049882,0.023574,0.458557,0.003591,0.122008,1.888923,0.475977,0.370190,0.379707,0.319706,0.238886,0.297066,0.204176,0.164848,0.142118,0.155390,0.144092,0.144467,0.003849,0.002348,0.022253,0.006742,0.030522,0.005343,0.042781,0.001481,0.002307,0.007691,0.019951,0.002219,0.010743,Slurred
0.074037,0.006269,3.029129,0.208345,0.239927,0.619340,0.008496,0.106444,-30.893661,2.005797,0.292690,0.378049,0.379896,0.032498,0.035596,0.186220,-0.003627,0.190115,0.120130,0.156619,0.079411,0.004176,0.000916,0.031371,0.008261,0.071228,0.003559,0.104182,0.000682,0.001599,0.005820,0.042143,0.001637,0.039910,0.047669,0.014078,0.145499,0.038756,0.012565,0.376321,0.004629,0.094125,1.222854,0.382879,0.374490,0.256384,0.192342,0.162890,0.182446,0.153948,0.174910,0.157854,0.171568,0.109055,0.115944,0.003067,0.000913,0.022550,0.011354,0.047121,0.007028,0.060580,0.000640,0.001281,0.008051,0.031544,0.002384,0.010831,Slurred
0.088227,0.008617,2.983627,0.198038,0.216985,0.718185,0.013045,0.136875,-30.428481,2.216986,0.025895,0.459539,0.381390,-0.001341,-0.027376,0.010290,-0.052682,0.153491,0.054666,0.170333,0.065062,0.007786,0.002230,0.034213,0.007477,0.052769,0.010326,0.076699,0.002403,0.006480,0.011479,0.032568,0.002195,0.031424,0.070271,0.011077,0.272774,0.067435,0.026643,0.475836,0.009767,0.129017,1.902719,0.611814,0.565939,0.361191,0.311556,0.245978,0.198129,0.200128,0.187300,0.209106,0.207351,0.185022,0.163364,0.008254,0.002917,0.024166,0.005778,0.041004,0.012826,0.048803,0.004548,0.009587,0.011772,0.023041,0.002840,0.010473,Slurred
0.076392,0.005348,2.989825,0.200513,0.232570,0.635632,0.007896,0.109594,-32.653255,2.021909,0.039434,0.481342,0.451814,0.090921,0.098448,0.139559,-0.062580,0.196633,0.161465,0.168029,0.070439,0.004404,0.000982,0.041413,0.005649,0.064215,0.008369,0.093151,0.001141,0.001992,0.007026,0.041743,0.001426,0.036153,0.034394,0.012395,0.196650,0.041468,0.019636,0.324344,0.004095,0.096168,1.508572,0.297426,0.244122,0.234906,0.172018,0.126133,0.141179,0.129173,0.164928,0.138152,0.130726,0.112886,0.107439,0.003305,0.000971,0.027517,0.004771,0.028559,0.011273,0.044120,0.002422,0.001759,0.004700,0.023199,0.001756,0.008952,Slurred
0.104297,0.008609,3.023551,0.220025,0.226298,0.784647,0.009346,0.155958,-31.966047,1.913037,0.016420,0.404373,0.331912,0.136800,0.018218,0.005510,0.102220,0.111540,-0.012743,0.244764,0.062371,0.004503,0.002790,0.021826,0.012684,0.074523,0.006555,0.076136,0.000671,0.002417,0.006663,0.031108,0.001701,0.032382,0.096359,0.017171,0.130144,0.072855,0.018196,0.373809,0.003575,0.137342,2.248590,0.495772,0.319065,0.308852,0.207456,0.165511,0.199075,0.158431,0.152388,0.127986,0.130474,0.115784,0.101523,0.001940,0.004371,0.014758,0.010200,0.024558,0.008605,0.034845,0.000507,0.002365,0.007309,0.021307,0.001219,0.008062,Slurred
0.101971,0.024691,2.982532,0.204353,0.216038,0.796751,0.012163,0.160937,-29.820573,2.220777,-0.055449,0.301906,0.199431,0.033847,-0.038517,0.103187,-0.016304,0.163960,0.039975,0.104131,0.063914,0.009803,0.005039,0.031104,0.010330,0.031842,0.012384,0.079850,0.001694,0.005128,0.013845,0.032299,0.002527,0.029907,0.069042,0.035334,0.348131,0.064258,0.037496,0.497359,0.008497,0.128887,3.228617,0.702229,0.667301,0.295565,0.368147,0.258473,0.222204,0.229154,0.246274,0.173922,0.195907,0.158178,0.145697,0.011439,0.008105,0.030157,0.010316,0.024801,0.017897,0.041388,0.002601,0.005374,0.012840,0.027188,0.002716,0.011820,Slurred
0.105599,0.017040,2.996522,0.201424,0.202976,0.795314,0.013467,0.167199,-28.063766,2.246849,0.263051,0.248827,0.037441,0.041073,-0.026627,0.061562,-0.000524,0.014882,-0.041122,0.144708,-0.031553,0.009861,0.003424,0.025252,0.017481,0.047981,0.020373,0.069427,0.001442,0.004767,0.012263,0.017911,0.005640,0.030331,0.089961,0.019358,0.317685,0.088436,0.037486,0.633745,0.010143,0.169694,2.753281,0.947484,0.701329,0.408283,0.443385,0.284094,0.304550,0.238969,0.268886,0.207719,0.225675,0.201051,0.175942,0.011336,0.005304,0.026164,0.021479,0.038303,0.027407,0.048438,0.002451,0.006525,0.014468,0.015055,0.008416,0.013523,Slurred
0.089622,0.013630,2.989063,0.195247,0.216933,0.736736,0.011292,0.137854,-30.594387,2.123838,0.088745,0.418347,0.198335,-0.027603,-0.077294,0.051763,0.089907,0.047396,-0.002658,0.178292,-0.101814,0.010070,0.002533,0.040191,0.009468,0.039741,0.009425,0.107682,0.000685,0.007634,0.010564,0.028900,0.003778,0.036947,0.047350,0.022444,0.266269,0.051853,0.025841,0.420633,0.007153,0.100381,2.145707,0.657460,0.377697,0.341260,0.334984,0.233992,0.216955,0.186758,0.190541,0.138947,0.205097,0.140752,0.142734,0.010729,0.003559,0.026483,0.011763,0.025077,0.010194,0.045799,0.000741,0.012986,0.007914,0.019199,0.005323,0.009907,Slurred
0.088830,0.032346,3.050244,0.185729,0.203184,0.590074,0.015404,0.124500,-28.517503,2.413552,-0.112301,0.192404,0.162545,-0.027298,0.048049,0.148569,0.068639,0.042589,0.041051,0.149201,-0.005289,0.012404,0.004023,0.029523,0.011531,0.046620,0.010464,0.078696,0.001763,0.007535,0.008168,0.026472,0.007293,0.033367,0.088309,0.026177,0.239368,0.079197,0.031756,0.466534,0.011058,0.133720,2.650938,0.763740,0.592938,0.424040,0.432443,0.279947,0.276312,0.235907,0.240242,0.222818,0.200695,0.153553,0.165824,0.016781,0.005985,0.029574,0.017910,0.040575,0.014980,0.056164,0.003127,0.015848,0.009212,0.025193,0.010370,0.013561,Slurred
0.074677,0.009097,2.974750,0.198216,0.232652,0.596534,0.009498,0.118958,-32.433715,2.231985,-0.090753,0.419879,0.333700,-0.040931,0.121973,0.159624,0.051957,0.113851,0.121996,0.188671,0.015028,0.007726,0.003328,0.039965,0.008912,0.063280,0.004145,0.096128,0.001074,0.002636,0.005493,0.037948,0.002674,0.035571,0.040449,0.016602,0.201406,0.056422,0.030328,0.355948,0.004793,0.143562,1.856442,0.406933,0.380799,0.294400,0.253268,0.182908,0.212989,0.172286,0.135613,0.141260,0.191647,0.154801,0.152489,0.008142,0.005295,0.025016,0.008672,0.039534,0.004412,0.049335,0.001692,0.003947,0.004489,0.027480,0.005123,0.009914,Slurred
0.098969,0.018463,2.993351,0.204576,0.217666,0.685026,0.012536,0.143107,-29.351496,2.270434,0.195272,0.291353,0.062387,0.029817,0.000101,0.072195,0.047830,0.000398,0.005960,0.156939,-0.091977,0.008671,0.003486,0.027982,0.011206,0.040871,0.010836,0.085968,0.000863,0.005325,0.014739,0.033813,0.002932,0.033237,0.082148,0.020358,0.299917,0.074483,0.035608,0.482622,0.007814,0.139653,2.278257,0.653370,0.485663,0.376870,0.438614,0.273134,0.270557,0.211349,0.223577,0.200334,0.207343,0.201061,0.168647,0.009808,0.005767,0.024330,0.013612,0.036120,0.014081,0.055970,0.001157,0.009312,0.015623,0.031994,0.004183,0.012318,Slurred
0.062685,0.003700,2.967614,0.189553,0.230406,0.573414,0.009222,0.086417,-32.363293,2.105496,-0.160556,0.371772,0.449593,0.036595,0.060977,0.145167,-0.020219,0.161164,0.135073,0.175629,0.002512,0.005974,0.001487,0.041864,0.007089,0.048980,0.004305,0.122169,0.001745,0.002089,0.006786,0.041781,0.001444,0.040937,0.030333,0.005445,0.219961,0.034486,0.020430,0.356687,0.005427,0.077987,1.763005,0.459769,0.300048,0.249413,0.225303,0.209469,0.150765,0.166670,0.187313,0.119881,0.138716,0.105037,0.103147,0.009874,0.001760,0.040775,0.005463,0.034544,0.005120,0.062117,0.003430,0.002844,0.005630,0.029757,0.001712,0.014183,Slurred
0.096412,0.008277,2.953347,0.200213,0.216297,0.768382,0.010082,0.143375,-30.996945,2.089286,-0.040845,0.535430,0.206152,0.085510,-0.028404,-0.035460,0.084225,0.038928,0.060851,0.199685,-0.083223,0.006298,0.001835,0.040998,0.007732,0.034813,0.011475,0.108358,0.001620,0.004165,0.009382,0.034862,0.002283,0.036220,0.072985,0.012630,0.285265,0.062775,0.022411,0.479315,0.006983,0.128077,1.533318,0.682573,0.430180,0.323317,0.336220,0.186462,0.230029,0.216695,0.207565,0.161499,0.207186,0.144144,0.144769,0.005163,0.002167,0.035919,0.006327,0.029937,0.013918,0.066882,0.002590,0.004712,0.007315,0.024799,0.002495,0.016070,Slurred
0.070675,0.011691,2.912126,0.185480,0.224129,0.621027,0.008617,0.082458,-32.069818,1.962708,-0.165469,0.602409,0.261827,0.113738,0.052543,0.008136,0.066964,0.118920,0.128532,0.108047,0.043445,0.006299,0.001154,0.029059,0.007196,0.040575,0.005527,0.115905,0.000922,0.002890,0.007311,0.045671,0.002330,0.037852,0.031191,0.022715,0.314813,0.016308,0.020245,0.359173,0.005406,0.055462,2.435978,0.354016,0.402446,0.237694,0.336493,0.198658,0.192342,0.287187,0.191035,0.169115,0.162880,0.134511,0.122947,0.004878,0.001304,0.021535,0.007433,0.031857,0.009056,0.072492,0.001008,0.003709,0.005213,0.033929,0.003348,0.016541,Slurred
0.070385,0.007930,2.994828,0.194001,0.231472,0.645771,0.007367,0.100656,-32.637943,2.073299,0.008604,0.426501,0.367959,0.016968,0.018386,0.105128,0.071485,0.130981,0.071915,0.155626,-0.026384,0.005593,0.002496,0.034883,0.007675,0.051191,0.006534,0.125436,0.000763,0.002384,0.008376,0.036630,0.002176,0.040143,0.023931,0.016781,0.200237,0.029913,0.014934,0.275634,0.004070,0.071538,1.915379,0.388275,0.255834,0.304997,0.227115,0.192525,0.175670,0.160908,0.172303,0.151761,0.183381,0.150979,0.131039,0.003836,0.005058,0.022988,0.008201,0.035817,0.010049,0.065371,0.000827,0.002861,0.007090,0.022830,0.002266,0.013720,Slurred
0.087716,0.033470,3.012340,0.201410,0.216567,0.735809,0.011171,0.144697,-29.227800,2.149526,0.171496,0.283412,0.121940,0.059675,-0.003131,0.065665,-0.006223,0.061290,0.026643,0.164420,-0.054317,0.007466,0.003692,0.026267,0.009695,0.046374,0.011494,0.084075,0.001146,0.007039,0.014495,0.029721,0.002255,0.031932,0.054721,0.045184,0.284456,0.057279,0.030004,0.411851,0.007350,0.103199,2.457578,0.612436,0.621081,0.329144,0.434236,0.249132,0.278589,0.252597,0.217152,0.222430,0.168603,0.161704,0.160652,0.008797,0.006448,0.026396,0.009714,0.031745,0.014181,0.048306,0.001511,0.009786,0.014839,0.023815,0.003245,0.010711,Slurred
